Homeowenership,Annual_Income,Credit Score,Current_Loan_Amount,Montlhy_Debt,Account_Balance,Number_Of_Open_Accounts,Years_Since_Account_Opening,Tax_liens,Years_Since_Current_Job,Bankruptcies,output,flag,username,timestamp
Own Home,2074116,747,611314,42000,621908,9,22,0,10,0,1119377.1384362308,,,2023-01-29 19:53:41.932223
